Account_Age_Days,Login_Frequency,Daily_Usage_Mins,Churn,ticket_length,engagement_score,has_complaint
524,2.0,40,0,40,80.0,0
853,3.0,52,0,37,156.0,0
1070,2.0,28,0,36,56.0,0
872,2.0,32,1,37,64.0,0
889,0.0,5,1,57,0.0,0
475,0.0,9,1,54,0.0,1
390,0.0,13,1,60,0.0,0
787,3.0,17,0,28,51.0,0
708,3.0,97,0,53,291.0,0
1076,3.0,49,0,43,147.0,0
805,3.0,49,0,28,147.0,0
984,3.0,44,0,40,132.0,0
814,2.0,7,1,54,14.0,1
511,2.0,32,0,40,64.0,0
442,2.0,6,0,56,12.0,0
999,0.0,8,1,54,0.0,0
822,3.0,34,0,41,102.0,0
851,3.0,98,0,44,294.0,0
1063,0.0,10,1,49,0.0,0
840,0.0,4,0,49,0.0,0
543,2.0,5,1,54,10.0,0
515,3.0,65,0,53,195.0,0
424,3.0,33,0,41,99.0,0
408,3.0,115,0,53,345.0,0
783,2.0,45,0,40,90.0,0
1084,2.0,30,0,41,60.0,0
82,3.0,43,0,36,129.0,0
180,2.0,13,1,49,26.0,0
276,3.0,48,0,40,144.0,0
902,2.0,21,1,50,42.0,0
596,2.0,52,0,36,104.0,0
510,3.0,62,0,44,186.0,0
1001,3.0,52,0,37,156.0,0
21,3.0,73,0,49,219.0,0
140,3.0,94,1,43,282.0,0
963,3.0,33,0,50,99.0,0
850,2.0,8,1,49,16.0,0
354,0.0,8,1,54,0.0,0
271,3.0,48,0,36,144.0,0
989,3.0,86,0,49,258.0,0
892,0.0,14,1,57,0.0,0
583,0.0,14,1,54,0.0,1
919,3.0,45,0,41,135.0,0
549,0.0,2,1,54,0.0,1
462,3.0,76,0,44,228.0,0
67,2.0,36,0,36,72.0,0
602,3.0,113,1,53,339.0,0
150,0.0,1,1,57,0.0,0
80,0.0,9,1,56,0.0,0
929,2.0,49,0,40,98.0,0
438,2.0,55,1,41,110.0,0
566,3.0,49,0,50,147.0,0
621,3.0,96,0,49,288.0,0
338,3.0,59,0,28,177.0,0
554,3.0,80,0,49,240.0,0
658,2.0,43,0,50,86.0,0
632,0.0,3,1,54,0.0,0
676,0.0,6,1,49,0.0,0
234,3.0,96,0,40,288.0,0
1075,2.0,10,1,56,20.0,0
87,2.0,32,0,40,64.0,0
250,2.0,12,1,54,24.0,0
74,3.0,54,0,28,162.0,0
149,3.0,106,0,49,318.0,0
325,0.0,5,1,54,0.0,0
538,2.0,4,1,54,8.0,0
1073,3.0,98,0,40,294.0,0
612,2.0,3,0,60,6.0,0
662,3.0,73,0,40,219.0,0
315,0.0,1,1,56,0.0,0
186,0.0,5,1,54,0.0,0
358,3.0,116,0,41,348.0,0
1063,3.0,70,0,41,210.0,0
1040,2.0,19,1,36,38.0,0
1071,3.0,58,0,49,174.0,0
830,3.0,17,0,28,51.0,0
581,3.0,93,0,49,279.0,0
559,0.0,2,1,56,0.0,0
543,2.0,28,1,41,56.0,0
1092,3.0,18,0,28,54.0,0
208,3.0,40,0,41,120.0,0
426,2.0,7,1,56,14.0,0
82,3.0,22,0,50,66.0,0
92,3.0,64,0,40,192.0,0
428,2.0,2,1,60,4.0,0
615,2.0,16,0,36,32.0,0
1000,3.0,46,1,40,138.0,0
99,3.0,111,0,53,333.0,0
750,3.0,39,0,41,117.0,0
360,0.0,10,1,54,0.0,0
1010,3.0,52,0,50,156.0,0
485,3.0,47,0,41,141.0,0
455,3.0,110,0,44,330.0,0
171,3.0,50,0,49,150.0,0
56,3.0,53,1,28,159.0,0
459,3.0,40,0,28,120.0,0
175,3.0,81,0,53,243.0,0
54,2.0,39,0,40,78.0,0
437,3.0,69,0,53,207.0,0
226,3.0,111,0,40,333.0,0
327,3.0,49,0,40,147.0,0
1088,3.0,63,0,49,189.0,0
169,0.0,9,1,49,0.0,0
209,2.0,19,0,37,38.0,0
1005,3.0,19,0,50,57.0,0
522,2.0,23,0,40,46.0,0
56,3.0,49,0,36,147.0,0
502,2.0,58,0,41,116.0,0
315,3.0,77,1,49,231.0,0
201,2.0,16,0,36,32.0,0
962,2.0,41,0,40,82.0,0
855,2.0,25,0,37,50.0,0
726,3.0,53,0,49,159.0,0
42,2.0,28,0,28,56.0,0
956,2.0,9,1,60,18.0,0
920,0.0,4,0,54,0.0,1
156,3.0,32,0,50,96.0,0
612,2.0,16,0,50,32.0,0
865,2.0,19,0,37,38.0,0
684,2.0,3,1,54,6.0,0
564,3.0,54,0,40,162.0,0
22,3.0,118,0,53,354.0,0
454,3.0,70,0,49,210.0,0
155,0.0,11,1,60,0.0,0
693,2.0,54,0,50,108.0,0
515,3.0,87,0,53,261.0,0
502,2.0,9,1,49,18.0,0
505,3.0,27,0,40,81.0,0
118,2.0,5,1,54,10.0,0
190,0.0,4,1,54,0.0,1
615,3.0,116,0,40,348.0,0
506,2.0,17,0,28,34.0,0
179,3.0,103,0,40,309.0,0
91,3.0,67,0,43,201.0,0
253,0.0,1,1,57,0.0,0
1036,3.0,93,0,44,279.0,0
196,3.0,100,0,41,300.0,0
854,2.0,36,0,41,72.0,0
832,2.0,11,1,57,22.0,0
153,2.0,1,1,54,2.0,0
269,2.0,51,0,37,102.0,0
173,3.0,54,0,41,162.0,0
876,3.0,42,1,41,126.0,0
582,3.0,43,0,28,129.0,0
27,3.0,108,0,41,324.0,0
854,3.0,32,0,37,96.0,0
676,2.0,4,1,60,8.0,0
485,0.0,4,1,54,0.0,0
752,3.0,25,0,37,75.0,0
628,2.0,4,1,49,8.0,0
901,3.0,59,0,44,177.0,0
700,3.0,21,1,50,63.0,0
596,3.0,38,0,41,114.0,0
450,2.0,14,1,57,28.0,0
123,0.0,2,1,54,0.0,0
826,3.0,43,0,36,129.0,0
703,3.0,35,0,41,105.0,0
518,2.0,6,1,54,12.0,0
318,2.0,7,1,49,14.0,0
605,2.0,9,1,49,18.0,0
541,3.0,92,0,49,276.0,0
925,2.0,3,1,56,6.0,0
67,3.0,77,0,43,231.0,0
721,3.0,94,1,40,282.0,0
906,2.0,8,1,60,16.0,0
1092,2.0,18,0,37,36.0,0
420,3.0,48,1,36,144.0,0
691,0.0,8,1,54,0.0,0
716,2.0,41,0,28,82.0,0
792,3.0,26,0,37,78.0,0
588,3.0,43,0,41,129.0,0
843,2.0,19,1,50,38.0,0
531,2.0,55,0,40,110.0,0
503,3.0,59,1,50,177.0,0
324,2.0,29,0,28,58.0,0
749,3.0,47,0,37,141.0,0
640,2.0,11,1,57,22.0,0
732,3.0,89,0,43,267.0,0
61,2.0,27,0,36,54.0,0
489,3.0,60,0,53,180.0,0
793,2.0,30,0,41,60.0,0
26,3.0,43,0,50,129.0,0
589,2.0,34,0,50,68.0,0
396,3.0,56,0,40,168.0,0
251,0.0,2,1,60,0.0,0
1073,3.0,73,0,44,219.0,0
531,3.0,85,0,53,255.0,0
726,3.0,91,0,44,273.0,0
655,3.0,55,0,49,165.0,0
391,3.0,43,0,37,129.0,0
606,2.0,9,1,54,18.0,0
431,3.0,54,0,36,162.0,0
42,2.0,34,0,28,68.0,0
342,2.0,6,1,54,12.0,1
1081,0.0,3,1,60,0.0,0
137,3.0,48,0,28,144.0,0
584,3.0,44,0,40,132.0,0
983,2.0,11,1,49,22.0,0
1025,3.0,77,0,43,231.0,0
874,3.0,70,0,40,210.0,0
228,3.0,15,0,50,45.0,0
901,3.0,20,0,41,60.0,0
82,3.0,17,1,37,51.0,0
818,2.0,43,0,36,86.0,0
49,2.0,4,1,60,8.0,0
86,3.0,23,0,40,69.0,0
790,3.0,46,0,36,138.0,0
711,3.0,31,0,28,93.0,0
574,2.0,4,0,56,8.0,0
839,2.0,51,0,40,102.0,0
24,2.0,51,0,36,102.0,0
765,3.0,48,0,36,144.0,0
635,2.0,27,0,37,54.0,0
764,2.0,48,0,40,96.0,0
860,2.0,3,0,54,6.0,0
448,2.0,30,0,28,60.0,0
786,3.0,54,0,49,162.0,0
151,3.0,63,0,49,189.0,0
638,2.0,3,1,54,6.0,0
95,3.0,115,0,44,345.0,0
28,3.0,48,0,50,144.0,0
1025,2.0,24,0,41,48.0,0
1037,3.0,16,0,36,48.0,0
1000,3.0,58,0,28,174.0,0
194,2.0,6,1,56,12.0,0
763,2.0,28,1,40,56.0,0
256,2.0,51,1,28,102.0,0
837,2.0,4,1,54,8.0,1
53,3.0,25,0,37,75.0,0
561,3.0,85,0,49,255.0,0
55,0.0,10,1,56,0.0,0
124,0.0,4,1,57,0.0,0
93,2.0,43,1,28,86.0,0
90,2.0,52,0,40,104.0,0
218,2.0,5,1,56,10.0,0
416,3.0,76,1,40,228.0,0
582,2.0,22,0,41,44.0,0
494,3.0,113,0,49,339.0,0
345,2.0,43,0,40,86.0,0
676,2.0,3,1,56,6.0,0
273,2.0,6,1,57,12.0,0
241,3.0,82,0,53,246.0,0
941,0.0,4,1,54,0.0,0
287,2.0,36,0,41,72.0,0
247,2.0,14,1,49,28.0,0
112,3.0,61,0,49,183.0,0
187,3.0,80,0,53,240.0,0
453,3.0,19,0,40,57.0,0
571,3.0,33,0,50,99.0,0
22,3.0,56,0,50,168.0,0
474,2.0,22,0,41,44.0,0
589,0.0,6,1,56,0.0,0
865,2.0,33,0,50,66.0,0
29,3.0,98,0,53,294.0,0
661,2.0,1,1,60,2.0,0
1042,2.0,3,1,54,6.0,1
335,3.0,16,1,50,48.0,0
192,3.0,49,1,41,147.0,0
184,2.0,3,0,54,6.0,1
192,2.0,18,0,50,36.0,0
665,2.0,26,1,36,52.0,0
627,2.0,54,0,28,108.0,0
314,3.0,75,0,44,225.0,0
386,2.0,57,1,37,114.0,0
309,3.0,47,1,37,141.0,0
420,2.0,50,0,41,100.0,0
529,3.0,17,0,41,51.0,0
622,3.0,71,0,53,213.0,0
479,0.0,9,1,49,0.0,0
462,2.0,6,1,60,12.0,0
311,2.0,27,0,37,54.0,0
825,2.0,55,0,28,110.0,0
340,2.0,36,1,28,72.0,0
1011,3.0,50,0,36,150.0,0
692,0.0,10,1,56,0.0,0
419,3.0,49,0,37,147.0,0
364,2.0,6,1,54,12.0,1
260,3.0,25,0,41,75.0,0
821,0.0,4,1,49,0.0,0
836,3.0,15,0,28,45.0,0
37,0.0,1,1,57,0.0,0
686,3.0,48,0,37,144.0,0
163,3.0,31,0,40,93.0,0
913,3.0,24,1,41,72.0,0
517,3.0,49,0,53,147.0,0
171,2.0,30,0,28,60.0,0
269,3.0,59,1,41,177.0,0
711,2.0,3,0,57,6.0,0
240,2.0,27,0,50,54.0,0
65,0.0,8,0,49,0.0,0
628,3.0,36,0,40,108.0,0
530,3.0,18,0,28,54.0,0
558,3.0,36,0,37,108.0,0
1005,2.0,44,1,41,88.0,0
1089,2.0,56,0,28,112.0,0
331,3.0,16,0,37,48.0,0
269,3.0,56,0,36,168.0,0
826,3.0,54,0,41,162.0,0
1086,3.0,115,0,49,345.0,0
381,3.0,58,0,40,174.0,0
667,0.0,7,1,56,0.0,0
179,3.0,50,0,49,150.0,0
428,2.0,41,0,28,82.0,0
716,3.0,84,0,41,252.0,0
971,3.0,49,0,36,147.0,0
460,3.0,31,0,50,93.0,0
564,2.0,7,1,60,14.0,0
863,2.0,35,0,40,70.0,0
311,2.0,19,1,41,38.0,0
88,3.0,102,0,49,306.0,0
554,3.0,108,0,44,324.0,0
845,3.0,42,1,41,126.0,0
647,2.0,7,1,57,14.0,0
691,2.0,11,1,54,22.0,1
76,2.0,55,0,28,110.0,0
497,0.0,5,1,49,0.0,0
634,2.0,24,0,36,48.0,0
989,2.0,7,1,49,14.0,0
986,3.0,93,0,40,279.0,0
19,2.0,8,1,57,16.0,0
288,2.0,37,0,40,74.0,0
543,0.0,8,1,56,0.0,0
890,3.0,54,0,50,162.0,0
39,0.0,7,1,54,0.0,1
540,2.0,14,1,54,28.0,0
136,0.0,9,1,60,0.0,0
333,3.0,99,0,43,297.0,0
949,2.0,57,1,36,114.0,0
954,2.0,17,0,28,34.0,0
487,3.0,57,0,40,171.0,0
62,2.0,53,0,37,106.0,0
889,0.0,9,1,57,0.0,0
583,3.0,88,0,40,264.0,0
346,3.0,49,1,41,147.0,0
1019,3.0,57,0,41,171.0,0
573,2.0,11,0,54,22.0,0
281,2.0,41,1,37,82.0,0
891,3.0,64,0,44,192.0,0
279,0.0,10,1,49,0.0,0
88,3.0,50,0,37,150.0,0
241,2.0,5,1,56,10.0,0
185,3.0,108,0,43,324.0,0
457,2.0,14,0,57,28.0,0
511,3.0,73,0,49,219.0,0
944,3.0,105,0,41,315.0,0
989,3.0,73,0,43,219.0,0
824,3.0,105,0,44,315.0,0
770,2.0,57,0,41,114.0,0
602,2.0,45,0,37,90.0,0
557,3.0,75,0,41,225.0,0
533,2.0,14,1,49,28.0,0
1040,2.0,13,1,56,26.0,0
899,2.0,21,0,36,42.0,0
46,2.0,53,0,40,106.0,0
540,0.0,3,1,54,0.0,0
10,0.0,2,1,56,0.0,0
745,3.0,59,0,40,177.0,0
706,2.0,22,0,37,44.0,0
822,2.0,27,1,28,54.0,0
270,2.0,15,1,28,30.0,0
253,2.0,3,0,54,6.0,0
949,2.0,5,1,56,10.0,0
863,0.0,12,0,54,0.0,1
598,2.0,44,0,41,88.0,0
837,2.0,7,0,49,14.0,0
170,3.0,49,0,44,147.0,0
942,3.0,70,1,44,210.0,0
754,2.0,50,0,50,100.0,0
243,2.0,13,1,54,26.0,0
464,2.0,2,1,60,4.0,0
468,2.0,17,0,37,34.0,0
718,0.0,5,1,54,0.0,1
859,0.0,4,1,60,0.0,0
25,3.0,33,0,36,99.0,0
640,2.0,52,0,28,104.0,0
920,3.0,97,0,49,291.0,0
612,0.0,1,1,54,0.0,1
293,2.0,42,0,36,84.0,0
430,0.0,12,1,60,0.0,0
192,0.0,7,1,54,0.0,0
468,3.0,53,0,49,159.0,0
690,2.0,57,1,40,114.0,0
552,0.0,6,1,56,0.0,0
989,0.0,9,1,56,0.0,0
471,2.0,19,0,28,38.0,0
40,3.0,57,0,40,171.0,0
114,3.0,85,0,41,255.0,0
52,2.0,18,0,37,36.0,0
894,3.0,74,0,41,222.0,0
597,0.0,9,1,57,0.0,0
64,2.0,3,1,56,6.0,0
226,2.0,47,0,36,94.0,0
1068,2.0,17,0,40,34.0,0
426,2.0,26,1,28,52.0,0
629,3.0,35,0,37,105.0,0
1001,3.0,44,0,41,132.0,0
542,0.0,1,1,60,0.0,0
893,2.0,9,0,60,18.0,0
613,3.0,43,0,37,129.0,0
396,2.0,13,0,54,26.0,0
911,3.0,106,0,43,318.0,0
984,0.0,10,1,54,0.0,0
700,3.0,25,0,40,75.0,0
560,3.0,42,0,28,126.0,0
798,2.0,43,0,40,86.0,0
353,0.0,6,1,54,0.0,0
486,3.0,69,0,53,207.0,0
988,3.0,21,0,40,63.0,0
579,3.0,46,0,41,138.0,0
318,0.0,6,1,57,0.0,0
16,0.0,7,1,54,0.0,1
816,3.0,68,0,43,204.0,0
377,2.0,45,0,37,90.0,0
191,2.0,18,0,28,36.0,0
89,2.0,5,1,56,10.0,0
100,2.0,7,1,54,14.0,0
1086,3.0,23,0,28,69.0,0
423,3.0,36,1,36,108.0,0
866,3.0,20,0,50,60.0,0
150,2.0,37,1,50,74.0,0
934,3.0,97,0,40,291.0,0
485,0.0,12,1,54,0.0,0
975,2.0,1,1,49,2.0,0
800,3.0,48,1,40,144.0,0
828,2.0,16,0,40,32.0,0
727,2.0,2,0,60,4.0,0
187,2.0,31,1,40,62.0,0
257,2.0,9,1,57,18.0,0
705,2.0,2,1,49,4.0,0
69,2.0,10,1,56,20.0,0
151,0.0,14,0,60,0.0,0
340,2.0,28,0,37,56.0,0
942,0.0,2,1,54,0.0,0
409,3.0,66,0,53,198.0,0
242,0.0,2,1,60,0.0,0
1093,0.0,14,1,60,0.0,0
929,0.0,9,1,54,0.0,1
710,2.0,21,0,41,42.0,0
903,3.0,31,0,50,93.0,0
190,0.0,4,1,49,0.0,0
45,3.0,60,0,41,180.0,0
359,2.0,51,0,41,102.0,0
1073,3.0,22,0,37,66.0,0
147,3.0,47,1,41,141.0,0
146,3.0,83,0,41,249.0,0
501,3.0,113,0,43,339.0,0
421,2.0,42,0,41,84.0,0
226,0.0,13,1,60,0.0,0
500,2.0,52,1,28,104.0,0
466,2.0,19,0,41,38.0,0
616,2.0,37,0,41,74.0,0
106,2.0,42,0,28,84.0,0
282,2.0,20,0,36,40.0,0
892,2.0,2,1,60,4.0,0
53,3.0,33,0,40,99.0,0
1054,3.0,45,1,50,135.0,0
573,2.0,21,1,40,42.0,0
246,3.0,56,0,49,168.0,0
528,2.0,28,1,40,56.0,0
668,2.0,4,1,56,8.0,0
86,2.0,21,0,28,42.0,0
470,3.0,57,0,28,171.0,0
